"April 29, 2015 at 04:04PM",General Electric (GE),http://www.linkedin.com/company/5022095,"Bengaluru Area, India",IN,Financial Services,CA Intern,"Posted Position TitleCA Intern   About UsGE (NYSE: GE) works on things that matter. The best people and the best technologies taking on the toughest challenges. Finding solutions in energy, health and home, transportation and finance. Building, powering, moving and curing the world. Not just imagining. Doing. GE works. For more information, visit the company's website at www.ge.com   Role Summary/...",https://www.linkedin.com/jobs?viewJob=&jobId=47143312&trk=api*a130653*s139051*,No salary provided
"May 04, 2015 at 02:17PM",A.Criton,http://www.linkedin.com/company/9344227,"Bengaluru Area, India",IN,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,No salary provided
"May 14, 2015 at 06:58PM",Media Moments,http://www.linkedin.com/company/2384602,"Bengaluru Area, India",IN,"Marketing and Advertising, Design",Brand Manager - Design (Bangalore),"The Brand Manager - Design position, Bangalore-based, is in charge of creating compelling visual content for social media channels for brands. The person will work with internal teams to brainstorm, create content and help manage a creative editorial process. The role requires to show creative competency and understanding in a wide range of skills sets: marketing art design, creative web design il...",https://www.linkedin.com/jobs?viewJob=&jobId=48990685&trk=api*a130653*s139051*,No salary provided
"May 06, 2015 at 02:27PM",Recruit.net,http://www.linkedin.com/company/2590402,"Bengaluru Area, India",IN,Internet,"Search Engineer - Java, Solr, Lucene","** This job is based in Hong Kong - come work in one of the most exciting cities in the world ** The ideal candidate should have a strong programming background and an understanding of what it takes to build high availability and high performance web services dealing with large volumes of data. As a member of the team, you will be developing highly scalable services that would help build the frame...",https://www.linkedin.com/jobs?viewJob=&jobId=61104967&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 02:38PM",Zoomo India,http://www.linkedin.com/company/9195690,"Bengaluru Area, India",IN,Internet,Mobile Application Developer,"Design the architecture of our native android application. Write a clean, fast and maintainable code for our android app. Research on latest trends in android development and evaluate and incorporate the same in our application. ( We built our existing hybrid app on material design a fortnight after google highlighted material ui in their io. We did it before gmail app). Evaluation and implement o...",https://www.linkedin.com/jobs?viewJob=&jobId=47105204&trk=api*a130653*s139051*,No salary provided
"May 10, 2015 at 12:08AM",Branch Media Labs,http://www.linkedin.com/company/6410793,"Bengaluru Area, India",IN,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,No salary provided
"May 06, 2015 at 06:14PM",SCAC Consultants,http://www.linkedin.com/company/1397504,"Bengaluru Area, India",IN,"Consumer Services, Retail, Logistics and Supply Chain",Head Supply Chain & Logistics [ E-Commerce],- Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b...,https://www.linkedin.com/jobs?viewJob=&jobId=48362624&trk=api*a130653*s139051*,50-60 Lacs
"May 10, 2015 at 12:08AM",Branch Media Labs,http://www.linkedin.com/company/6410793,"Bengaluru Area, India",IN,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,No salary provided
"May 06, 2015 at 06:14PM",SCAC Consultants,http://www.linkedin.com/company/1397504,"Bengaluru Area, India",IN,"Consumer Services, Retail, Logistics and Supply Chain",Head Supply Chain & Logistics [ E-Commerce],- Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b...,https://www.linkedin.com/jobs?viewJob=&jobId=48362624&trk=api*a130653*s139051*,50-60 Lacs
"May 04, 2015 at 02:13PM",A.Criton,http://www.linkedin.com/company/9344227,"Bengaluru Area, India",IN,Apparel & Fashion,Sales Manager - Fashion,"Beyond and before anything else, please note this is a fashion industry position and a strong background in fashion is an absolute must.   This position will deal with all sales and consumer interaction for all our products. Responsibilities include: Create links with and pitch products to fashion buyers and retail outlets. Propose and implement innovative sales strategies. Identify key selling pl...",https://www.linkedin.com/jobs?viewJob=&jobId=60846503&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 01:24PM",Gaames Unlimited,http://www.linkedin.com/company/2414971,"Bengaluru Area, India",IN,Sporting Goods,Web Application Developer,"Experience Required: Up to 3 years’experience with HTML/XHTML and CSS Up to 2 years’ experience Web programming experience, including PHP, ASP or JSP Up to 1 year experience working with relational database systems such as MySQL, MSSQL or Oracle and a good working knowledge of SQL Qualification:BS in computer science or a related field bachelor's degree program in multimedia or web design   Job Re...",https://www.linkedin.com/jobs?viewJob=&jobId=44995955&trk=api*a130653*s139051*,No salary provided
"May 14, 2015 at 04:59PM",Aumentis Consulting,http://www.linkedin.com/company/3000904,"Bengaluru Area, India",IN,Management Consulting,Consulting Associate,"The Associate will work as an integral member of the management consulting team over the next 3 to 6 months. As a part of the consulting practice, the successful candidate will be working on challenging client assignments, which would be critical to the client’s business. Financial modeling and structured problem solving approach would be required on a day to day basis. In terms of exposure, the r...",https://www.linkedin.com/jobs?viewJob=&jobId=62299974&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 03:18PM",KPISOFT Inc,http://www.linkedin.com/company/1022104,"Bengaluru Area, India",IN,Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*,No salary provided
"April 25, 2015 at 02:54PM",HiveMinds Innovative Market Solutions,http://www.linkedin.com/company/2637530,"Bengaluru Area, India",IN,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,No salary provided
"April 22, 2015 at 05:49PM","Inspirata, Inc.",http://www.linkedin.com/company/9228833,"Bengaluru Area, India",IN,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,No salary provided
"May 15, 2015 at 10:03AM",Bhanu Soft Tech Pvt. Ltd. (BhanuSoft),http://www.linkedin.com/company/3812140,"Bengaluru Area, India",IN,Information Services,UI Developer,Point of Contact for CV’s / Email ID: Smitha - smitha.w@multirecruit.com - 9972696633.   Job Title / Designation: UI Developer Key Functions &amp; Roles of the Candidate: Ability to distill product requirements into functional requirements Coming up with a project plan and meeting set forth deadlines and milestones   Specific Skill Set:             In depth knowledge in PHP Expert knowledge about...,https://www.linkedin.com/jobs?viewJob=&jobId=62541939&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 03:18PM",KPISOFT Inc,http://www.linkedin.com/company/1022104,"Bengaluru Area, India",IN,Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*,No salary provided
"April 25, 2015 at 02:54PM",HiveMinds Innovative Market Solutions,http://www.linkedin.com/company/2637530,"Bengaluru Area, India",IN,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,No salary provided
"April 22, 2015 at 05:49PM","Inspirata, Inc.",http://www.linkedin.com/company/9228833,"Bengaluru Area, India",IN,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,No salary provided
"May 15, 2015 at 10:03AM",Bhanu Soft Tech Pvt. Ltd. (BhanuSoft),http://www.linkedin.com/company/3812140,"Bengaluru Area, India",IN,Information Services,UI Developer,Point of Contact for CV’s / Email ID: Smitha - smitha.w@multirecruit.com - 9972696633.   Job Title / Designation: UI Developer Key Functions &amp; Roles of the Candidate: Ability to distill product requirements into functional requirements Coming up with a project plan and meeting set forth deadlines and milestones   Specific Skill Set:             In depth knowledge in PHP Expert knowledge about...,https://www.linkedin.com/jobs?viewJob=&jobId=62541939&trk=api*a130653*s139051*,No salary provided
"May 15, 2015 at 04:58PM",Nudgespot,http://www.linkedin.com/company/2601744,"Bengaluru Area, India",IN,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=49817527&trk=api*a130653*s139051*,No salary provided
"May 15, 2015 at 11:00PM",Planetsurf Creations,http://www.linkedin.com/company/2532948,"Bengaluru Area, India",IN,"Internet, Marketing and Advertising",Junior Web Developer,"Candidate be involved in development, testing, and deployment of new websites and web applications to support new business initiatives as well as maintaining and enhancing existing applications and websites.   He/She must deliver quality development solutions that result in very few post-project bug counts.   Candidate will work under the direction of the Tech Lead and must be willing and able to...",https://www.linkedin.com/jobs?viewJob=&jobId=49844870&trk=api*a130653*s139051*,No salary provided
"May 15, 2015 at 04:58PM",Nudgespot,http://www.linkedin.com/company/2601744,"Bengaluru Area, India",IN,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=49817527&trk=api*a130653*s139051*,No salary provided
"May 15, 2015 at 11:00PM",Planetsurf Creations,http://www.linkedin.com/company/2532948,"Bengaluru Area, India",IN,"Internet, Marketing and Advertising",Junior Web Developer,"Candidate be involved in development, testing, and deployment of new websites and web applications to support new business initiatives as well as maintaining and enhancing existing applications and websites.   He/She must deliver quality development solutions that result in very few post-project bug counts.   Candidate will work under the direction of the Tech Lead and must be willing and able to...",https://www.linkedin.com/jobs?viewJob=&jobId=49844870&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 07:08PM",Indigo Quotient Labs,http://www.linkedin.com/company/1576580,"Bengaluru Area, India",IN,"Information Technology and Services, Wireless, Consumer Electronics",Web Developer,"Indigo Quotient Labs is a startup in the Internet of Things domain focused on the Home Automation space. We're passionate about Science and Technology, and how to go about using it to enrich people's lives. Our team is young, dynamic, and always looking to push the envelope on technology. Our engineers are a mixed group ranging from college interns to PhD holders but are united through our love of...",https://www.linkedin.com/jobs?viewJob=&jobId=46397415&trk=api*a130653*s139051*,No salary provided
"July 24, 2014 at 11:09AM",Embisphere,http://www.linkedin.com/company/2598775,"Bengaluru Area, India",IN,Information Technology and Services,Sales Engineer,"To accelerate our business in India, we are opening a new job position as Sales Manager. Based in Bangalore, you are responsible for the Sales Development in our Indian Market, with interest also in Middle East. You customer are mainly retailer: Apparel, Jewelry, Accessories. Your main missions will be: Economic and technological Intelligence (10% of your time) Ensure advanced technological watch...",https://www.linkedin.com/jobs?viewJob=&jobId=17843435&trk=api*a130653*s139051*,No salary provided
"April 21, 2015 at 06:49PM",Wizmatrix Consulting Pvt Ltd,http://www.linkedin.com/company/429434,"Bengaluru Area, India",IN,"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*,No salary provided
"May 13, 2015 at 04:47PM",Venturesity,http://www.linkedin.com/company/3541148,"Bengaluru Area, India",IN,"Internet, Information Technology and Services",Android Developer,"Responsibilities Design and build advanced applications for the Android platform Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and API's Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement ne...",https://www.linkedin.com/jobs?viewJob=&jobId=48992244&trk=api*a130653*s139051*,No salary provided
"May 17, 2015 at 10:15AM",Curiositi Learning Solutions,http://www.linkedin.com/company/3224381,"Bengaluru Area, India",IN,Information Technology and Services,Javascript Engineer,As Javascript Engineer you will get to: ● Be part of a game-changer startup ● Architect and build Javascript based web and mobile applications for consumers around the world ● Build backend tools to optimize engineering processes so that our team can produce as quickly as possible ● Collaborate and work in an early stage development environment ● Learn and Work with cutting edge technologies Node....,https://www.linkedin.com/jobs?viewJob=&jobId=49817948&trk=api*a130653*s139051*,No salary provided
"May 18, 2015 at 09:16AM",TronicsZone - Electronic Design & PCB Design,http://www.linkedin.com/company/622260,"Bengaluru Area, India",IN,"Computer Software, Design",Visual Basic Developer,"VB.net &amp; SQL based application software development. Rapid development of a desktop based windows application based on VB.net &amp; database (MS access, MS SQL etc). Testing &amp; debugging to ensure the application meets all requirements. Initial period of engagement will be about 4-6 weeks and there will be continued requirement in future for support, improvements, changes &amp; additions. ...",https://www.linkedin.com/jobs?viewJob=&jobId=49852107&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 02:12PM",Hotelsoft Inc.,http://www.linkedin.com/company/5223850,"Bengaluru Area, India",IN,"Information Technology and Services, Hospitality","Software Engineer - Angular.js, Node.js - SaaS Platform (multiple positions)","Work as part of an exciting, well funded startup  Work in small, cross-functional teams committed to building high quality applications  Drive the design and build out of a new platform, including user-facing features and core back-end functionality  Innovate at a very fast pace to maintain our cutting edge technologies  Qualifications  Love of programming  Strong knowledge of JavaScript with an a...",https://www.linkedin.com/jobs?viewJob=&jobId=59135436&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 01:24PM",Gaames Unlimited,http://www.linkedin.com/company/2414971,"Bengaluru Area, India",IN,Sporting Goods,Web Application Developer,"Experience Required: Up to 3 years’experience with HTML/XHTML and CSS Up to 2 years’ experience Web programming experience, including PHP, ASP or JSP Up to 1 year experience working with relational database systems such as MySQL, MSSQL or Oracle and a good working knowledge of SQL Qualification:BS in computer science or a related field bachelor's degree program in multimedia or web design   Job Re...",https://www.linkedin.com/jobs?viewJob=&jobId=44995955&trk=api*a130653*s139051*,No salary provided
"May 12, 2015 at 06:13PM",DishGram,http://www.linkedin.com/company/3645982,"Bengaluru Area, India",IN,Internet,Junior Content/Copy Writer,"Do you have a penchant for good food? Can you weave some magic with your words? Want to combine the two and kick start your writing career? Well then, we’re looking for someone just like you! DishGram is on the look out for two full-time entry level junior content/copywriters who can work from our office space in Bangalore, India. If you’re a fresher with the right set of skills, we’ll help you be...",https://www.linkedin.com/jobs?viewJob=&jobId=48968704&trk=api*a130653*s139051*,No salary provided
"April 25, 2015 at 04:45PM",HOWTODO GLOBAL CONSULTING SERVICES,http://www.linkedin.com/company/6497045,"Bengaluru Area, India",IN,Computer Software,SAP BASIS ENGINEER - IMMEDIATE JOINING,SAP BASIS ENGINEER for one of our CMM LEVEL 5 CLient. Should have hands on Experience with full time employement. Candidates with completed Notice Period and can join immediately are preferable and eligible to join this job....,https://www.linkedin.com/jobs?viewJob=&jobId=59606655&trk=api*a130653*s139051*,No salary provided
"May 07, 2015 at 09:04PM",DishGram,http://www.linkedin.com/company/3645982,"Bengaluru Area, India",IN,Internet,Junior Graphic Designer,"Junior Graphic Designer Years of Experience: 0-2 years Graphic Design, Web design, Brand designs, Campaign designs, artworks Top-notch design and illustration skills, and an eye for typography Working knowledge of the entire Adobe package (Indesign, Photoshop, Illustrator, and preferably Dreamweaver) The ability to work under tight deadlines and high pressure Work with our social media manager to...",https://www.linkedin.com/jobs?viewJob=&jobId=48391944&trk=api*a130653*s139051*,No salary provided
"May 12, 2015 at 04:13PM",KayZen Group,http://www.linkedin.com/company/3787295,"Bengaluru Area, India",IN,"Banking, Information Technology and Services, Financial Services",Chief of Staff - Technology Business,We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol...,https://www.linkedin.com/jobs?viewJob=&jobId=62029164&trk=api*a130653*s139051*,No salary provided
"May 10, 2015 at 12:02AM",Branch Media Labs,http://www.linkedin.com/company/6410793,"Bengaluru Area, India",IN,Consumer Electronics,Principal Software Engineer / Architect - Android / AOSP / Custom ROM,"We are looking for a highly skilled software engineer/coder who has build custom AOSP ROM. Apply if you are proficient in Android and have deep understanding/expertise with kernel, drivers, middleware and applications. We will bump up the speed with which we reach out to you if you have expertise in domains such audio, video, streaming and consumer apps.   Working on a bleeding-edge mass-market co...",https://www.linkedin.com/jobs?viewJob=&jobId=61715257&trk=api*a130653*s139051*,No salary provided
"May 02, 2015 at 11:34AM",Tuning Forke,http://www.linkedin.com/company/9405647,"Bengaluru Area, India",IN,Online Media,Content Writer,"We are looking for a creative writer to join our digital marketing team. You'll be required to brainstorm with the team and bring content ideas to the table. You'll be writing for our social media marketing initiatives, online campaigns and ads, blog posts and articles, marketing collateral, scripts, web pages and infographics. Our ideal writer has about a year or two of experience and is looking...",https://www.linkedin.com/jobs?viewJob=&jobId=47177428&trk=api*a130653*s139051*,No salary provided
"May 10, 2015 at 12:08AM",Branch Media Labs,http://www.linkedin.com/company/6410793,"Bengaluru Area, India",IN,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,No salary provided
"May 13, 2015 at 07:31PM",Graylocus Solutions & Services Pvt Ltd,http://www.linkedin.com/company/,"Bengaluru Area, India",IN,Information Technology and Services,Mobile Apps Test Engineers,"Dear Quality Engineers,   We are looking for passionate and talented Mobile Test Engineers for a product based company on Permanent role.    Please share your profiles to naveenkumar.sm@graylocus.com   Job Description: Hands on experience in Android / iOS Mobile Application Testing with 2-6 years of experience Strong Manual testing skills – testing though complete SDLC - including requirement mapp...",https://www.linkedin.com/jobs?viewJob=&jobId=62161277&trk=api*a130653*s139051*,No salary provided
"May 12, 2015 at 04:13PM",KayZen Group,http://www.linkedin.com/company/3787295,"Bengaluru Area, India",IN,"Banking, Information Technology and Services, Financial Services",Chief of Staff - Technology Business,We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol...,https://www.linkedin.com/jobs?viewJob=&jobId=62029164&trk=api*a130653*s139051*,No salary provided
"May 10, 2015 at 12:02AM",Branch Media Labs,http://www.linkedin.com/company/6410793,"Bengaluru Area, India",IN,Consumer Electronics,Principal Software Engineer / Architect - Android / AOSP / Custom ROM,"We are looking for a highly skilled software engineer/coder who has build custom AOSP ROM. Apply if you are proficient in Android and have deep understanding/expertise with kernel, drivers, middleware and applications. We will bump up the speed with which we reach out to you if you have expertise in domains such audio, video, streaming and consumer apps.   Working on a bleeding-edge mass-market co...",https://www.linkedin.com/jobs?viewJob=&jobId=61715257&trk=api*a130653*s139051*,No salary provided
"May 02, 2015 at 11:34AM",Tuning Forke,http://www.linkedin.com/company/9405647,"Bengaluru Area, India",IN,Online Media,Content Writer,"We are looking for a creative writer to join our digital marketing team. You'll be required to brainstorm with the team and bring content ideas to the table. You'll be writing for our social media marketing initiatives, online campaigns and ads, blog posts and articles, marketing collateral, scripts, web pages and infographics. Our ideal writer has about a year or two of experience and is looking...",https://www.linkedin.com/jobs?viewJob=&jobId=47177428&trk=api*a130653*s139051*,No salary provided
"May 10, 2015 at 12:08AM",Branch Media Labs,http://www.linkedin.com/company/6410793,"Bengaluru Area, India",IN,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,No salary provided
"May 13, 2015 at 07:31PM",Graylocus Solutions & Services Pvt Ltd,http://www.linkedin.com/company/,"Bengaluru Area, India",IN,Information Technology and Services,Mobile Apps Test Engineers,"Dear Quality Engineers,   We are looking for passionate and talented Mobile Test Engineers for a product based company on Permanent role.    Please share your profiles to naveenkumar.sm@graylocus.com   Job Description: Hands on experience in Android / iOS Mobile Application Testing with 2-6 years of experience Strong Manual testing skills – testing though complete SDLC - including requirement mapp...",https://www.linkedin.com/jobs?viewJob=&jobId=62161277&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 12:40PM",Exit Design,http://www.linkedin.com/company/1117917,"Bengaluru Area, India",IN,"Information Technology and Services, Graphic Design",Javascript Developer,"Roles and Responsibilities ====================== - Should interface with client to understand the requirements and support needs  - Should be able to analyze requirements swiftly, and offer effective and timely solutions - Should coordinate with team members to track requirements to closure - Should be open to work against tight deadlines - Should have good written and oral communication skills -...",https://www.linkedin.com/jobs?viewJob=&jobId=44990901&trk=api*a130653*s139051*,No salary provided
"May 08, 2015 at 05:58AM","MediaMelon, Inc.",http://www.linkedin.com/company/266700,"Bengaluru Area, India",IN,"Internet, Online Media, Computer Software",Principal Technical Architect - Video Streaming,"Product design and development, own the product specifications, design and architecture. Ability to quickly prototype ideas into demonstrations Drive development process to build great quality products. Understand and clearly communicate the design rationale and the value of the product to customers. Build product roadmap features and prioritize based on benefits delivered by those features. Creat...",https://www.linkedin.com/jobs?viewJob=&jobId=61425416&trk=api*a130653*s139051*,No salary provided
"April 20, 2015 at 04:56PM",Crossover.,http://www.linkedin.com/company/9308035,"Bengaluru Area, India",IN,Computer Software,Crossover Front End Web Designer - $15/hr,"Ready to make $30,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44967266&trk=api*a130653*s139051*,No salary provided
"April 28, 2015 at 03:18PM",KPISOFT Inc,http://www.linkedin.com/company/1022104,"Bengaluru Area, India",IN,Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*,No salary provided
"May 07, 2015 at 10:02AM",Teritree Technologies,http://www.linkedin.com/company/2518710,"Bengaluru Area, India",IN,Computer Software,Software Geek,"We are looking for software developers who are excited to get their hands on building our real time personalization platform using the latest technologies, and working directly with people who are veterans in building large scale platforms. As a software geek at Teritree you will be working on Data Analytics, Web and mobile applications, using Python, Mongo dB, Graph and other big data technologie...",https://www.linkedin.com/jobs?viewJob=&jobId=48337923&trk=api*a130653*s139051*,No salary provided
"May 04, 2015 at 07:51PM",Thinqbot Technologies,http://www.linkedin.com/company/3815880,"Bengaluru Area, India",IN,Consumer Electronics,Firmware Engineer,"Design &amp; develop firmware for 32-bit ARM Microcontrollers, 8-bit &amp; 16-bit Microcontrollers &amp; 32-Bit ARM Microprocessors Develop using Embedded C, RTOS and/or Linux OS environment Develop drivers for peripherals such as UART, SPI, I2C, USB Integrate low-power Wireless interfaces such as BLE, Zigbee, 6LoWPAN Develop firmware to interact with Hardware such as ADC, PWM, Timers Integrate co...",https://www.linkedin.com/jobs?viewJob=&jobId=60876382&trk=api*a130653*s139051*,No salary provided
"April 23, 2015 at 12:06PM",MYMO Wireless Technology Pvt Ltd,http://www.linkedin.com/company/233667,"Bengaluru Area, India",IN,Wireless,DSP Engineer,"Job Description: Developing, testing and integrating LTE PHY on Embedded / DSP platforms.  Job Requirement:  (i) Working experience in LTE Physical layer (L1).  (ii) Working experience on (a) Texas Instrument Keystone SOC 6618 / TI 6670 / TI 6631 (b) Code Composer Studio (c) SYSBIOS (RTOS).  (iii) Working experience in porting wireless standard (LTE physical layer) to SOCs/DSPs/Embedded systems (m...",https://www.linkedin.com/jobs?viewJob=&jobId=44974954&trk=api*a130653*s139051*,No salary provided
"April 21, 2015 at 12:07PM",Teabox,http://www.linkedin.com/company/2845194,"Bengaluru Area, India",IN,Food & Beverages,Software Engineer – Front End,"Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n...",https://www.linkedin.com/jobs?viewJob=&jobId=58663632&trk=api*a130653*s139051*,No salary provided
"April 27, 2015 at 10:43AM",Crossover.,http://www.linkedin.com/company/9308035,"Bengaluru Area, India",IN,Computer Software,Software Engineer - Java,"We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications. You will be part of a talented global software team that works on mission-critical applications. You will be responsible for Java/Java EE application development while providing expertise in the full software development lifecycle, from concept and design to testing. This role...",https://www.linkedin.com/jobs?viewJob=&jobId=46381950&trk=api*a130653*s139051*,No salary provided
